,Calculated atomic coordinates w'
7115,0.61664
7116,0.644177
7117,0.631551
7118,0.659081
7119,0.680361
7120,0.707912
7121,0.695426
7122,0.722935
7123,0.744386
7124,0.771882
7125,0.218679
7126,0.2463
7127,0.267513
7128,0.295136
7129,0.282358
7130,0.30999
7131,0.331175
7132,0.358794
7133,0.346119
7134,0.373737
7135,0.395102
7136,0.422743
7137,0.409929
7138,0.437555
7139,0.458911
7140,0.486552
7141,0.473852
7142,0.501476
7143,0.522819
7144,0.550507
7145,0.537777
7146,0.565371
7147,0.58667
7148,0.614304
7149,0.601671
7150,0.629269
7151,0.650585
7152,0.678245
7153,0.665407
7154,0.69302
7155,0.714299
7156,0.741871
7157,0.729217
7158,0.756771
7159,0.778182
7160,0.805738
7161,0.793223
7162,0.820783
7163,0.869593
7164,0.252733
7165,0.280303
7166,0.301545
7167,0.329049
7168,0.316455
7169,0.344078
7170,0.365274
7171,0.39282
7172,0.380156
7173,0.407786
7174,0.429094
7175,0.456657
7176,0.444072
7177,0.471668
7178,0.492995
7179,0.520631
7180,0.507912
7181,0.535552
7182,0.556962
7183,0.584579
7184,0.57184
7185,0.599436
7186,0.620811
7187,0.648442
7188,0.635626
7189,0.663279
7190,0.684549
7191,0.712149
7192,0.699442
7193,0.727037
7194,0.748272
7195,0.775864
7196,0.763113
7197,0.790689
7198,0.812107
7199,0.839663
7200,0.827156
7201,0.854685
7202,0.875973
7203,0.903526
7204,0.350402
7205,0.37792
7206,0.39909
7207,0.426603
7208,0.41415
7209,0.441711
7210,0.463019
7211,0.490556
7212,0.478061
7213,0.505591
7214,0.52703
7215,0.554575
7216,0.541986
7217,0.569585
7218,0.590987
7219,0.618582
7220,0.605927
7221,0.633589
7222,0.654909
7223,0.682515
7224,0.669735
7225,0.697378
7226,0.718679
7227,0.7463
7228,0.733414
7229,0.761068
7230,0.782358
7231,0.80999
7232,0.797129
7233,0.824728
7234,0.846119
7235,0.873737
7236,0.861065
7237,0.88864
7238,0.909929
7239,0.937555
7240,0.924889
7241,0.952438
7242,0.973852
7243,0.432949
7244,0.44801
7245,0.475457
7246,0.496831
7247,0.524291
7248,0.511875
7249,0.539372
7250,0.560804
7251,0.58831
7252,0.575922
7253,0.603487
7254,0.624933
7255,0.65242
7256,0.639975
7257,0.667557
7258,0.688874
7259,0.716367
7260,0.703871
7261,0.731457
7262,0.752733
7263,0.780303
7264,0.767513
7265,0.795136
7266,0.816455
7267,0.844078
7268,0.831175
7269,0.858794
7270,0.880156
7271,0.907786
7272,0.895102
7273,0.922743
7274,0.944072
7275,0.971668
7276,0.958911
7277,0.986552
7278,0.481686
7279,0.509108
7280,0.530508
7281,0.557963
7282,0.545619
7283,0.573107
7284,0.594548
7285,0.621985
7286,0.609724
7287,0.63721
7288,0.658614
7289,0.686058
7290,0.673853
7291,0.701337
7292,0.72264
7293,0.750129
7294,0.737788
7295,0.765292
7296,0.786677
7297,0.814179
7298,0.801545
7299,0.829049
7300,0.850402
7301,0.87792
7302,0.865274
7303,0.89282
7304,0.91415
7305,0.941711
7306,0.929094
7307,0.956657
7308,0.978061
7309,0.992995
7310,0.5793
7311,0.606728
7312,0.628123
7313,0.655554
7314,0.64338
7315,0.67084
7316,0.692205
7317,0.719647
7318,0.707559
7319,0.734998
7320,0.75638
7321,0.783824
7322,0.771533
7323,0.798971
7324,0.820339
7325,0.847799
7326,0.835404
7327,0.862888
7328,0.884222
7329,0.911668
7330,0.89909
7331,0.926603
7332,0.94801
7333,0.975457
7334,0.963019
7335,0.990556
7336,0.612967
7337,0.661769
7338,0.689201
7339,0.677015
7340,0.704478
7341,0.725797
7342,0.753278
7343,0.741098
7344,0.768574
7345,0.789947
7346,0.817466
7347,0.805154
7348,0.832652
7349,0.854044
7350,1.0
7351,0.869046
7352,0.896505
7353,0.917892
7354,0.945292
7355,0.932949
7356,0.960383
7357,0.981686
7358,0.996831
7359,0.710617
7360,0.738103
7361,0.759393
7362,0.786915
7363,0.77469
7364,0.802177
7365,0.823643
7366,0.851129
7367,0.838874
7368,0.866345
7369,0.887709
7370,0.915172
7371,0.902756
7372,0.930225
7373,0.951525
7374,0.978983
7375,0.966621
7376,0.994075
7377,0.808346
7378,0.83583
7379,0.857299
7380,0.884765
7381,0.872501
7382,0.899983
7383,0.921358
7384,0.948805
7385,0.936512
7386,0.963975
7387,0.98532
7388,0.842092
7389,0.891025
7390,0.918529
7391,0.906185
7392,0.933677
7393,0.955029
7394,0.982548
7395,0.970201
7396,0.997685
7397,0.939885
7398,0.967406
7399,0.988801
7400,0.131325
7401,0.026374
7402,0.008529
7403,0.078605
7404,0.139993
7405,0.210298
7406,0.263192
7407,0.035287
7408,0.105559
7409,0.087461
7410,0.157837
7411,0.219136
7412,0.28943
7413,0.271867
7414,0.342127
7415,0.40365
7416,0.473836
7417,0.052722
7418,0.114324
7419,0.184476
7420,0.166774
7421,0.237
7422,0.29831
7423,0.368431
7424,0.3509
7425,0.421068
7426,0.482568
7427,0.552639
7428,0.535408
7429,0.605688
7430,0.667031
7431,0.737261
7432,0.008737
7433,0.078859
7434,0.061349
7435,0.13145
7436,0.193017
7437,0.263171
7438,0.24578
7439,0.315845
7440,0.377286
7441,0.447167
7442,0.42984
7443,0.499733
7444,0.561219
7445,0.631333
7446,0.6144
7447,0.684533
7448,0.745981
7449,0.81605
7450,0.798478
7451,0.868582
7452,0.9299
7453,0.026457
7454,0.087771
7455,0.158114
7456,0.14025
7457,0.210574
7458,0.271987
7459,0.342208
7460,0.324628
7461,0.394745
7462,0.456143
7463,0.526351
7464,0.508535
7465,0.578642
7466,0.640086
7467,0.710394
7468,0.693008
7469,0.763105
7470,0.824724
7471,0.894807
7472,0.877349
7473,0.947233
7474,0.052639
7475,0.035408
7476,0.105688
7477,0.167031
7478,0.237261
7479,0.219397
7480,0.289685
7481,0.351029
7482,0.421159
7483,0.403634
7484,0.473833
7485,0.535351
7486,0.605593
7487,0.587578
7488,0.657954
7489,0.719303
7490,0.789561
7491,0.771858
7492,0.84211
7493,0.903614
7494,0.973832
7495,0.956134
7496,0.061219
7497,0.131333
7498,0.1144
7499,0.184533
7500,0.245981
7501,0.316051
7502,0.298478
7503,0.368582
7504,0.4299
7505,0.499755
7506,0.482622
7507,0.552679
7508,0.614386
7509,0.684493
7510,0.666894
7511,0.73709
7512,0.798411
7513,0.868544
7514,0.850985
7515,0.9211
7516,0.982598
7517,0.026351
7518,0.008535
7519,0.078642
7520,0.140086
7521,0.210394
7522,0.193008
7523,0.263105
7524,0.324724
7525,0.394807
7526,0.377349
7527,0.447233
7528,0.508529
7529,0.578605
7530,0.56128
7531,0.631325
7532,0.693042
7533,0.763192
7534,0.745842
7535,0.815953
7536,0.877367
7537,0.947307
7538,0.929903
7539,0.035351
7540,0.105593
7541,0.087578
7542,0.157954
7543,0.219303
7544,0.289561
7545,0.271858
7546,0.34211
7547,0.403614
7548,0.473832
7549,0.456134
7550,0.526374
7551,0.587461
7552,0.657837
7553,0.639994
7554,0.710298
7555,0.771867
7556,0.842127
7557,0.824692
7558,0.894833
7559,0.956222
7560,0.052679
7561,0.114386
7562,0.184493
7563,0.166894
7564,0.23709
7565,0.298411
7566,0.368544
7567,0.350985
7568,0.4211
7569,0.482598
7570,0.552722
7571,0.535287
7572,0.605559
7573,0.666774
7574,0.737
7575,0.719136
7576,0.78943
7577,0.8509
7578,0.921068
7579,0.90365
7580,0.973836
7581,0.06128
7582,0.193042
7583,0.245842
7584,0.315953
7585,0.377367
7586,0.447307
7587,0.429903
7588,0.499889
7589,0.561349
7590,0.63145
7591,0.614324
7592,0.684476
7593,0.74578
7594,0.815845
7595,0.79831
7596,0.868431
7597,0.92984
7598,0.982568
7599,0.324692
7600,0.394833
7601,0.456222
7602,0.526457
7603,0.508737
7604,0.578859
7605,0.64025
7606,0.710574
7607,0.693017
7608,0.763171
7609,0.824628
7610,0.894745
7611,0.877286
7612,0.947167
7613,0.587771
7614,0.658114
7615,0.719397
7616,0.789685
7617,0.771987
7618,0.842208
7619,0.903634
7620,0.973833
7621,0.956143
7622,0.851029
7623,0.921159
7624,0.982622
7625,0.023667
7626,0.015046
7627,0.019586
7628,0.037423
7629,0.068923
7630,0.041557
7631,0.073054
7632,0.005555
7633,0.010224
7634,0.028436
7635,0.059927
7636,0.03318
7637,0.064653
7638,0.082608
7639,0.114094
7640,0.086765
7641,0.118338
7642,0.136293
7643,0.167875
7644,0.001208
7645,0.019133
7646,0.050617
7647,0.023603
7648,0.055103
7649,0.073337
7650,0.10483
7651,0.078148
7652,0.109655
7653,0.127688
7654,0.159198
7655,0.13201
7656,0.163594
7657,0.181541
7658,0.213115
7659,0.010593
7660,0.042114
7661,0.014875
7662,0.046448
7663,0.064288
7664,0.095788
7665,0.068591
7666,0.100063
7667,0.118212
7668,0.149698
7669,0.12304
7670,0.154505
7671,0.172643
7672,0.204128
7673,0.177259
7674,0.208781
7675,0.22684
7676,0.258344
7677,0.230955
7678,0.262455
7679,0.280304
7680,0.311803
7681,0.001236
7682,0.032706
7683,0.005976
7684,0.037462
7685,0.055609
7686,0.087113
7687,0.060173
7688,0.091677
7689,0.109555
7690,0.141079
7691,0.113637
7692,0.145136
7693,0.163159
7694,0.194655
7695,0.167903
7696,0.199373
7697,0.217566
7698,0.249028
7699,0.222275
7700,0.253779
7701,0.271921
7702,0.303416
7703,0.276222
7704,0.307745
7705,0.325478
7706,0.357
7707,0.027989
7708,0.046144
7709,0.077646
7710,0.0509
7711,0.082361
7712,0.100553
7713,0.132024
7714,0.105254
7715,0.13675
7716,0.154753
7717,0.186252
7718,0.158811
7719,0.190333
7720,0.208224
7721,0.239721
7722,0.212811
7723,0.244313
7724,0.262463
7725,0.293948
7726,0.26722
7727,0.298691
7728,0.316893
7729,0.348379
7730,0.32142
7731,0.352919
7732,0.370756
7733,0.402257
7734,0.374891
7735,0.406387
7736,0.091129
7737,0.122644
7738,0.095796
7739,0.127282
7740,0.145425
7741,0.176891
7742,0.150226
7743,0.181712
7744,0.199847
7745,0.23132
7746,0.20409
7747,0.23559
7748,0.253432
7749,0.285004
7750,0.257796
7751,0.28931
7752,0.307384
7753,0.338888
7754,0.312092
7755,0.343557
7756,0.361769
7757,0.39326
7758,0.366513
7759,0.397987
7760,0.415941
7761,0.447428
7762,0.420099
7763,0.451671
7764,0.469627
7765,0.501208
7766,0.140717
7767,0.172222
7768,0.19027
7769,0.221769
7770,0.195102
7771,0.226593
7772,0.244815
7773,0.276321
7774,0.249274
7775,0.280761
7776,0.298676
7777,0.330261
7778,0.30296
7779,0.334541
7780,0.352467
7781,0.38395
7782,0.356936
7783,0.388436
7784,0.40667
7785,0.438163
7786,0.411481
7787,0.442988
7788,0.461021
7789,0.492531
7790,0.465343
7791,0.496927
7792,0.514875
7793,0.546448
7794,0.1858
7795,0.217283
7796,0.235258
7797,0.266729
7798,0.240004
7799,0.271496
7800,0.289707
7801,0.321172
7802,0.294355
7803,0.325864
7804,0.343926
7805,0.375448
7806,0.348208
7807,0.379782
7808,0.397621
7809,0.429122
7810,0.401924
7811,0.433396
7812,0.451546
7813,0.483032
7814,0.456373
7815,0.487838
7816,0.505976
7817,0.537462
7818,0.510593
7819,0.542114
7820,0.560173
7821,0.591677
7822,0.564288
7823,0.595788
7824,0.613637
7825,0.645136
7826,0.284879
7827,0.316365
7828,0.334569
7829,0.36604
7830,0.33931
7831,0.370795
7832,0.388942
7833,0.420446
7834,0.393507
7835,0.42501
7836,0.442888
7837,0.474412
7838,0.446971
7839,0.47847
7840,0.496492
7841,0.527989
7842,0.501236
7843,0.532706
7844,0.5509
7845,0.582361
7846,0.555609
7847,0.587113
7848,0.605254
7849,0.63675
7850,0.609555
7851,0.641079
7852,0.658811
7853,0.690333
7854,0.329826
7855,0.361322
7856,0.379477
7857,0.410979
7858,0.384233
7859,0.415695
7860,0.433887
7861,0.465358
7862,0.438587
7863,0.470083
7864,0.488086
7865,0.519586
7866,0.492145
7867,1.0
7868,0.541557
7869,0.573054
7870,0.546144
7871,0.577646
7872,0.595796
7873,0.627282
7874,0.600553
7875,0.632024
7876,0.650226
7877,0.681712
7878,0.654753
7879,0.686252
7880,0.70409
7881,0.73559
7882,0.708224
7883,0.739721
7884,0.424462
7885,0.455977
7886,0.42913
7887,0.460615
7888,0.478758
7889,0.510224
7890,0.483559
7891,0.515046
7892,0.53318
7893,0.564653
7894,0.537423
7895,0.568923
7896,0.586765
7897,0.618338
7898,0.591129
7899,0.622644
7900,0.640717
7901,0.672222
7902,0.645425
7903,0.676891
7904,0.695102
7905,0.726593
7906,0.699847
7907,0.73132
7908,0.749274
7909,0.780761
7910,0.753432
7911,0.785004
7912,0.80296
7913,0.834542
7914,0.47405
7915,0.505555
7916,0.523603
7917,0.555103
7918,0.528436
7919,0.559927
7920,0.578148
7921,0.609655
7922,0.582608
7923,0.614094
7924,0.63201
7925,0.663594
7926,0.636293
7927,0.667875
7928,0.6858
7929,0.717283
7930,0.69027
7931,0.721769
7932,0.740004
7933,0.771497
7934,0.744815
7935,0.776321
7936,0.794355
7937,0.825864
7938,0.798676
7939,0.830261
7940,0.848208
7941,0.879782
7942,0.519133
7943,0.550617
7944,0.568591
7945,0.600063
7946,0.573337
7947,0.60483
7948,0.62304
7949,0.654505
7950,0.627688
7951,0.659198
7952,0.677259
7953,0.708781
7954,0.681541
7955,0.713115
7956,0.730955
7957,0.762455
7958,0.735258
7959,0.766729
7960,0.784879
7961,0.816365
7962,0.789707
7963,0.821172
7964,0.83931
7965,0.870795
7966,0.843926
7967,0.875448
7968,0.893507
7969,0.92501
7970,0.897621
7971,0.929122
7972,0.946971
7973,0.97847
7974,0.618212
7975,0.649698
7976,0.667903
7977,0.699373
7978,0.672643
7979,0.704128
7980,0.722275
7981,0.753779
7982,0.72684
7983,0.758344
7984,0.776222
7985,0.807745
7986,0.780304
7987,0.811803
7988,0.829826
7989,0.861322
7990,0.834569
7991,0.86604
7992,0.884233
7993,0.915695
7994,0.888942
7995,0.920446
7996,0.938587
7997,0.970083
7998,0.942888
7999,0.974412
8000,0.992145
8001,0.663159
8002,0.694655
8003,0.712811
8004,0.744313
8005,0.717566
8006,0.749028
8007,0.76722
8008,0.798691
8009,0.771921
8010,0.803416
8011,0.82142
8012,0.852919
8013,0.825478
8014,0.857
8015,0.874891
8016,0.906387
8017,0.879477
8018,0.910979
8019,0.92913
8020,0.960615
8021,0.933887
8022,0.965358
8023,0.983559
8024,0.988086
8025,0.757796
8026,0.78931
8027,0.762463
8028,0.793948
8029,0.812092
8030,0.843557
8031,0.816892
8032,0.848379
8033,0.866513
8034,0.897987
8035,0.870756
8036,0.902257
8037,0.920099
8038,0.951671
8039,0.924462
8040,0.955977
8041,0.97405
8042,0.978758
8043,0.807384
8044,0.838888
8045,0.856936
8046,0.888436
8047,0.861769
8048,0.89326
8049,0.911481
8050,0.942988
8051,0.915941
8052,0.947428
8053,0.965343
8054,0.996927
8055,0.969627
8056,0.852467
8057,0.88395
8058,0.901924
8059,0.933396
8060,0.90667
8061,0.938163
8062,0.956373
8063,0.987838
8064,0.961021
8065,0.992531
8066,0.951546
8067,0.983032
8068,0.996492
8069,0.039793
8070,0.007405
8071,0.023614
8072,0.061251
8073,0.120331
8074,0.077459
8075,0.136476
8076,0.233125
8077,0.028904
8078,0.08803
8079,0.045242
8080,0.104236
8081,0.141899
8082,0.200848
8083,0.158003
8084,0.217125
8085,0.254736
8086,0.313704
8087,0.055699
8088,0.012757
8089,0.071928
8090,0.109605
8091,0.168689
8092,0.125729
8093,0.184888
8094,0.222555
8095,0.281599
8096,0.238576
8097,0.297696
8098,0.33534
8099,0.394444
8100,0.351343
8101,0.41037
8102,0.023614
8103,0.039793
8104,0.077459
8105,0.136476
8106,0.093427
8107,0.15259
8108,0.190292
8109,0.249406
8110,0.206322
8111,0.265521
8112,0.303205
8113,0.362424
8114,0.319322
8115,0.378327
8116,0.415948
8117,0.475096
8118,0.432031
8119,0.491042
8120,0.528773
8121,0.587847
8122,0.007405
8123,0.045242
8124,0.104236
8125,0.061251
8126,0.120331
8127,0.158003
8128,0.217125
8129,0.174154
8130,0.233125
8131,0.2708
8132,0.329866
8133,0.287099
8134,0.346128
8135,0.383791
8136,0.442937
8137,0.400067
8138,0.459108
8139,0.496722
8140,0.555683
8141,0.512731
8142,0.571829
8143,0.609617
8144,0.668652
8145,0.625623
8146,0.684793
8147,0.012757
8148,0.071928
8149,0.028904
8150,0.08803
8151,0.125729
8152,0.184888
8153,0.141899
8154,0.200848
8155,0.238576
8156,0.297696
8157,0.254736
8158,0.313704
8159,0.351343
8160,0.41037
8161,0.367744
8162,0.426788
8163,0.464546
8164,0.523555
8165,0.480635
8166,0.539814
8167,0.577436
8168,0.636481
8169,0.593362
8170,0.652484
8171,0.69036
8172,0.749441
8173,0.706331
8174,0.765452
8175,0.803266
8176,0.862418
8177,0.055699
8178,0.093428
8179,0.15259
8180,0.109605
8181,0.168689
8182,0.206322
8183,0.265521
8184,0.222555
8185,0.281599
8186,0.319322
8187,0.378327
8188,0.33534
8189,0.394444
8190,0.432031
8191,0.491042
8192,0.448239
8193,0.507397
8194,0.545192
8195,0.604246
8196,0.561265
8197,0.620446
8198,0.657994
8199,0.717166
8200,0.674018
8201,0.733045
8202,0.770827
8203,0.829984
8204,0.787141
8205,0.846154
8206,0.883894
8207,0.943005
8208,0.900054
8209,0.959053
8210,0.174154
8211,0.190292
8212,0.249406
8213,0.287099
8214,0.346128
8215,0.303205
8216,0.362424
8217,0.400067
8218,0.459108
8219,0.415948
8220,0.475096
8221,0.512731
8222,0.571829
8223,0.528773
8224,0.587847
8225,0.625623
8226,0.684793
8227,0.642042
8228,0.701015
8229,0.738583
8230,0.797739
8231,0.754697
8232,0.813751
8233,0.851455
8234,0.910524
8235,0.86772
8236,0.926786
8237,0.964618
8238,0.980633
8239,0.2708
8240,0.329866
8241,0.367744
8242,0.426788
8243,0.383791
8244,0.442937
8245,0.480635
8246,0.539814
8247,0.496722
8248,0.555683
8249,0.593362
8250,0.652484
8251,0.609617
8252,0.668652
8253,0.706331
8254,0.765452
8255,0.722673
8256,0.781685
8257,0.81936
8258,0.878315
8259,0.835364
8260,0.894522
8261,0.932201
8262,0.991233
8263,0.94826
8264,0.448239
8265,0.507397
8266,0.464546
8267,0.523555
8268,0.561265
8269,0.620446
8270,0.577436
8271,0.636481
8272,0.674018
8273,0.733045
8274,0.69036
8275,0.749441
8276,0.787141
8277,0.846154
8278,0.803266
8279,0.862418
8280,0.900054
8281,0.959053
8282,0.915956
8283,0.97511
8284,0.545192
8285,0.604246
8286,0.642042
8287,0.701015
8288,0.657994
8289,0.717166
8290,0.754697
8291,0.813751
8292,0.770827
8293,0.829984
8294,0.86772
8295,0.926786
8296,0.883894
8297,0.943005
8298,0.980633
8299,0.996677
8300,0.722673
8301,0.781685
8302,0.738583
8303,0.797739
8304,0.835364
8305,0.894522
8306,0.851455
8307,0.910524
8308,0.94826
8309,0.964618
8310,0.81936
8311,1.0
8312,0.915956
8313,0.97511
8314,0.932201
8315,0.991233
8316,0.996677
8317,0.026721
8318,0.001159
8319,0.039691
8320,0.090823
8321,0.06534
8322,0.116542
8323,0.154938
8324,0.206179
8325,0.039832
8326,0.014183
8327,0.065403
8328,0.103943
8329,0.155093
8330,0.129501
8331,0.180688
8332,0.219146
8333,0.270341
8334,0.295793
8335,0.014009
8336,0.052509
8337,0.103672
8338,0.078311
8339,0.129466
8340,0.16815
8341,0.219314
8342,0.193646
8343,0.244891
8344,0.283268
8345,0.334492
8346,0.308911
8347,0.360054
8348,0.398673
8349,0.449876
8350,0.001041
8351,0.05225
8352,0.026638
8353,0.07793
8354,0.116488
8355,0.167699
8356,0.142257
8357,0.193465
8358,0.232155
8359,0.283347
8360,0.257919
8361,0.309098
8362,0.347517
8363,0.398736
8364,0.373024
8365,0.424157
8366,0.462834
8367,0.514021
8368,0.488271
8369,0.539512
8370,0.629126
8371,0.001159
8372,0.026721
8373,0.06534
8374,0.116542
8375,0.090734
8376,0.141939
8377,0.180466
8378,0.23163
8379,0.206333
8380,0.257539
8381,0.296189
8382,0.347342
8383,0.321893
8384,0.373165
8385,0.411644
8386,0.462799
8387,0.437276
8388,0.488426
8389,0.52698
8390,0.578224
8391,0.552479
8392,0.603675
8393,0.642244
8394,0.693388
8395,0.014183
8396,0.065403
8397,0.039691
8398,0.090823
8399,0.129501
8400,0.180688
8401,0.154938
8402,0.206179
8403,0.244638
8404,0.295793
8405,0.270309
8406,0.321464
8407,0.359971
8408,0.411263
8409,0.385843
8410,0.437005
8411,0.475591
8412,0.526798
8413,0.501483
8414,0.552647
8415,0.591252
8416,0.642432
8417,0.616601
8418,0.667825
8419,0.706358
8420,0.75749
8421,0.732007
8422,0.783209
8423,0.821604
8424,0.872846
8425,0.014009
8426,0.039832
8427,0.078311
8428,0.129466
8429,0.103943
8430,0.155093
8431,0.193646
8432,0.244891
8433,0.219146
8434,0.270341
8435,0.308911
8436,0.360054
8437,0.334375
8438,0.385583
8439,0.424067
8440,0.475272
8441,0.449821
8442,0.501032
8443,0.539666
8444,0.590872
8445,0.565488
8446,0.61668
8447,0.655226
8448,0.706499
8449,0.68085
8450,0.73207
8451,0.77061
8452,0.82176
8453,0.796168
8454,0.847355
8455,0.885812
8456,0.937008
8457,0.962459
8458,0.026638
8459,0.07793
8460,0.052509
8461,0.103672
8462,0.142257
8463,0.193465
8464,0.16815
8465,0.219314
8466,0.257919
8467,0.309098
8468,0.283268
8469,0.334492
8470,0.373024
8471,0.424157
8472,0.398673
8473,0.449876
8474,0.488271
8475,0.539512
8476,0.513799
8477,0.564963
8478,0.603642
8479,0.654797
8480,0.629522
8481,0.680676
8482,0.719176
8483,0.770339
8484,0.744978
8485,0.796132
8486,0.834816
8487,0.88598
8488,0.860313
8489,0.911558
8490,0.949935
8491,0.975577
8492,0.001041
8493,0.05225
8494,0.090734
8495,0.141939
8496,0.116488
8497,0.167699
8498,0.206333
8499,0.257539
8500,0.232155
8501,0.283347
8502,0.321893
8503,0.373165
8504,0.347517
8505,0.398736
8506,0.437276
8507,0.488426
8508,0.462835
8509,0.514021
8510,0.552479
8511,0.603675
8512,0.577971
8513,0.629126
8514,0.667708
8515,0.718916
8516,0.693305
8517,0.744597
8518,0.783154
8519,0.834365
8520,0.808924
8521,0.860132
8522,0.898822
8523,0.950013
8524,0.924585
8525,0.975765
8526,0.180466
8527,0.23163
8528,0.270309
8529,0.321464
8530,0.296189
8531,0.347342
8532,0.385843
8533,0.437005
8534,0.411644
8535,0.462799
8536,0.501483
8537,0.552647
8538,0.52698
8539,0.578224
8540,0.616601
8541,0.667825
8542,0.642244
8543,0.693388
8544,0.732007
8545,0.783209
8546,0.7574
8547,0.808606
8548,0.847133
8549,0.898296
8550,0.873
8551,0.924205
8552,0.962856
8553,0.988559
8554,0.244638
8555,0.334375
8556,0.385583
8557,0.359971
8558,0.411263
8559,0.0
8560,0.501032
8561,0.475591
8562,0.526798
8563,0.565488
8564,0.61668
8565,0.591252
8566,0.642432
8567,0.68085
8568,0.73207
8569,0.706358
8570,0.75749
8571,0.796168
8572,0.847355
8573,0.821604
8574,0.872846
8575,0.911305
8576,0.962459
8577,0.936975
8578,0.988131
8579,0.424067
8580,0.475272
8581,0.513799
8582,0.564963
8583,0.539666
8584,0.590872
8585,0.629522
8586,0.680676
8587,0.655226
8588,0.706499
8589,0.744978
8590,0.796132
8591,0.77061
8592,0.82176
8593,0.860313
8594,0.911558
8595,0.885812
8596,0.937008
8597,0.975577
8598,0.577971
8599,0.603642
8600,0.654797
8601,0.693305
8602,0.744597
8603,0.719176
8604,0.770339
8605,0.808924
8606,0.860132
8607,0.834816
8608,0.88598
8609,0.924585
8610,0.975765
8611,0.949935
8612,0.667708
8613,0.718916
8614,0.7574
8615,0.808606
8616,0.783154
8617,0.834365
8618,0.873
8619,0.924205
8620,0.898822
8621,0.950013
8622,0.988559
8623,0.847132
8624,0.898296
8625,0.936975
8626,0.988131
8627,0.962856
8628,0.911305
8629,0.055268
8630,0.078729
8631,0.19769
8632,0.15051
8633,0.269687
8634,0.364782
8635,0.483569
8636,0.054708
8637,0.007488
8638,0.126237
8639,0.221644
8640,0.340564
8641,0.293388
8642,0.412156
8643,0.507584
8644,0.626441
8645,0.579122
8646,0.697987
8647,0.912036
8648,0.0784
8649,0.197272
8650,0.149868
8651,0.268901
8652,0.364265
8653,0.482983
8654,0.43585
8655,0.554669
8656,0.650207
8657,0.769159
8658,0.721865
8659,0.840759
8660,0.936374
8661,0.054228
8662,0.006797
8663,0.125823
8664,0.221178
8665,0.34018
8666,0.292778
8667,0.411766
8668,0.506892
8669,0.625989
8670,0.578504
8671,0.697666
8672,0.793039
8673,0.912141
8674,0.864553
8675,0.983609
8676,0.077832
8677,0.196562
8678,0.149558
8679,0.268391
8680,0.363861
8681,0.48276
8682,0.435476
8683,0.554439
8684,0.649848
8685,0.768763
8686,0.721367
8687,0.840378
8688,0.935952
8689,0.054081
8690,0.00646
8691,0.12519
8692,0.220608
8693,0.339574
8694,0.292228
8695,0.411113
8696,0.506443
8697,0.625445
8698,0.578207
8699,0.697144
8700,0.792434
8701,0.911431
8702,0.864167
8703,0.983013
8704,0.078067
8705,0.197032
8706,0.149116
8707,0.268241
8708,0.363445
8709,0.482394
8710,0.434879
8711,0.553847
8712,0.649312
8713,0.768293
8714,0.720787
8715,0.839869
8716,0.935313
8717,0.05462
8718,0.006719
8719,0.125704
8720,0.220989
8721,0.340078
8722,0.292413
8723,0.41143
8724,0.506352
8725,0.625399
8726,0.577741
8727,0.696709
8728,0.792228
8729,0.911115
8730,0.863486
8731,0.982424
8732,0.078513
8733,0.197526
8734,0.149849
8735,0.268825
8736,0.364124
8737,0.483015
8738,0.435255
8739,0.554263
8740,0.649647
8741,0.768549
8742,0.720724
8743,0.839694
8744,0.93524
8745,0.007124
8746,0.126149
8747,0.221487
8748,0.340647
8749,0.292955
8750,0.411949
8751,0.507061
8752,0.626106
8753,0.578371
8754,0.697352
8755,0.792516
8756,0.911479
8757,0.864014
8758,0.983032
8759,0.435837
8760,0.554832
8761,0.650075
8762,0.769
8763,0.721287
8764,0.840322
8765,0.935621
8766,0.793163
8767,0.864322
8768,0.983259
8769,0.017508
8770,0.024365
8771,0.068623
8772,0.054811
8773,0.099072
8774,0.136554
8775,0.180845
8776,0.007373
8777,0.038078
8778,0.075424
8779,0.119695
8780,0.105909
8781,0.150174
8782,0.187594
8783,0.231797
8784,0.21841
8785,0.262568
8786,0.300036
8787,0.344272
8788,0.014169
8789,0.058442
8790,0.044817
8791,0.089015
8792,0.12647
8793,0.170696
8794,0.157036
8795,0.201232
8796,0.238559
8797,0.282865
8798,0.269286
8799,0.313525
8800,0.351042
8801,0.395229
8802,0.425806
8803,0.027992
8804,0.065307
8805,0.109502
8806,0.095748
8807,0.139981
8808,0.177416
8809,0.221595
8810,0.207995
8811,0.252251
8812,0.289573
8813,0.333776
8814,0.32029
8815,0.364496
8816,0.401991
8817,0.44622
8818,0.432597
8819,0.476845
8820,0.514032
8821,0.558313
8822,0.003989
8823,0.048155
8824,0.034734
8825,0.078947
8826,0.116349
8827,0.160591
8828,0.146827
8829,0.191046
8830,0.228371
8831,0.27261
8832,0.259037
8833,0.303258
8834,0.340647
8835,0.384894
8836,0.371124
8837,0.415362
8838,0.452886
8839,0.497104
8840,0.483701
8841,0.527941
8842,0.565251
8843,0.609475
8844,0.5957
8845,0.639981
8846,0.67755
8847,0.721749
8848,0.017508
8849,0.054811
8850,0.099072
8851,0.085736
8852,0.129984
8853,0.16744
8854,0.211736
8855,0.197874
8856,0.242135
8857,0.279454
8858,0.323685
8859,0.310056
8860,0.354287
8861,0.391727
8862,0.435941
8863,0.422147
