,Calculated atomic coordinates u'
7115,0.55938
7116,0.520103
7117,0.761377
7118,0.730457
7119,0.801862
7120,0.775296
7121,0.911933
7122,0.901781
7123,0.923991
7124,0.915273
7125,0.869578
7126,0.887993
7127,0.841073
7128,0.86267
7129,0.669956
7130,0.704446
7131,0.62043
7132,0.658279
7133,0.402287
7134,0.441555
7135,0.352304
7136,0.390268
7137,0.173432
7138,0.198994
7139,0.141719
7140,0.165662
7141,0.071165
7142,0.074414
7143,0.067994
7144,0.067184
7145,0.134116
7146,0.112758
7147,0.163145
7148,0.139264
7149,0.341056
7150,0.304669
7151,0.390574
7152,0.353811
7153,0.611091
7154,0.573547
7155,0.662151
7156,0.624583
7157,0.839465
7158,0.812338
7159,0.865812
7160,0.842994
7161,0.926018
7162,0.923022
7163,0.928343
7164,0.925507
7165,0.926227
7166,0.913671
7167,0.921793
7168,0.806619
7169,0.832943
7170,0.76968
7171,0.798779
7172,0.57159
7173,0.609989
7174,0.52038
7175,0.560501
7176,0.305036
7177,0.342362
7178,0.261942
7179,0.297164
7180,0.116123
7181,0.135412
7182,0.094629
7183,0.110795
7184,0.07138
7185,0.067259
7186,0.083386
7187,0.07373
7188,0.199125
7189,0.172798
7190,0.239768
7191,0.211005
7192,0.443531
7193,0.404991
7194,0.495449
7195,0.456069
7196,0.709692
7197,0.674058
7198,0.75286
7199,0.719206
7200,0.886556
7201,0.868799
7202,0.906648
7203,0.893737
7204,0.898498
7205,0.910297
7206,0.875319
7207,0.891325
7208,0.728427
7209,0.761274
7210,0.684394
7211,0.719953
7212,0.470067
7213,0.510477
7214,0.420502
7215,0.460658
7216,0.221033
7217,0.253264
7218,0.184677
7219,0.214589
7220,0.079355
7221,0.092249
7222,0.069442
7223,0.077292
7224,0.103058
7225,0.090294
7226,0.130422
7227,0.112007
7228,0.283611
7229,0.250764
7230,0.330044
7231,0.295554
7232,0.547449
7233,0.507924
7234,0.597713
7235,0.558445
7236,0.791475
7237,0.761749
7238,0.826568
7239,0.801006
7240,0.922194
7241,0.912627
7242,0.928835
7243,0.922138
7244,0.848627
7245,0.869611
7246,0.818461
7247,0.843639
7248,0.638264
7249,0.675739
7250,0.590497
7251,0.629415
7252,0.371253
7253,0.410855
7254,0.3247
7255,0.364058
7256,0.155153
7257,0.181633
7258,0.128825
7259,0.152316
7260,0.068094
7261,0.072682
7262,0.074493
7263,0.073773
7264,0.158927
7265,0.13733
7266,0.193381
7267,0.167058
7268,0.37957
7269,0.341721
7270,0.42841
7271,0.390011
7272,0.647696
7273,0.609733
7274,0.694964
7275,0.657638
7276,0.858281
7277,0.834338
7278,0.914527
7279,0.921384
7280,0.903452
7281,0.914046
7282,0.783075
7283,0.811631
7284,0.744884
7285,0.777205
7286,0.541262
7287,0.582542
7288,0.492964
7289,0.534445
7290,0.282302
7291,0.319374
7292,0.242025
7293,0.27597
7294,0.108118
7295,0.126631
7296,0.092857
7297,0.106398
7298,0.086329
7299,0.078207
7300,0.101503
7301,0.089704
7302,0.230321
7303,0.201221
7304,0.271573
7305,0.238726
7306,0.47962
7307,0.439499
7308,0.529933
7309,0.738058
7310,0.884063
7311,0.899847
7312,0.860902
7313,0.881974
7314,0.704832
7315,0.740829
7316,0.661388
7317,0.698782
7318,0.445098
7319,0.48585
7320,0.396037
7321,0.436169
7322,0.204903
7323,0.235337
7324,0.172197
7325,0.19918
7326,0.080391
7327,0.089895
7328,0.074981
7329,0.080319
7330,0.124681
7331,0.108675
7332,0.151373
7333,0.130389
7334,0.315605
7335,0.280047
7336,0.924337
7337,0.921563
7338,0.926585
7339,0.834907
7340,0.859443
7341,0.803097
7342,0.830589
7343,0.614942
7344,0.65406
7345,0.56668
7346,0.60623
7347,0.348335
7348,0.386867
7349,0.302748
7350,0.340207
7351,0.144073
7352,0.168686
7353,0.120788
7354,0.139576
7355,0.077862
7356,0.07746
7357,0.085473
7358,0.181539
7359,0.913218
7360,0.922342
7361,0.896567
7362,0.908453
7363,0.766836
7364,0.796606
7365,0.725929
7366,0.759924
7367,0.516325
7368,0.557187
7369,0.467195
7370,0.50771
7371,0.260985
7372,0.294854
7373,0.22099
7374,0.252644
7375,0.100944
7376,0.115666
7377,0.874088
7378,0.892401
7379,0.849022
7380,0.871498
7381,0.682605
7382,0.719066
7383,0.636008
7384,0.674626
7385,0.417591
7386,0.458551
7387,0.369655
7388,0.925243
7389,0.919609
7390,0.927682
7391,0.820091
7392,0.845542
7393,0.784054
7394,0.813053
7395,0.588819
7396,0.628445
7397,0.90728
7398,0.918082
7399,0.886586
7400,0.939785
7401,0.749291
7402,0.898652
7403,0.878838
7404,0.912894
7405,0.894583
7406,0.941976
7407,0.641588
7408,0.594489
7409,0.805622
7410,0.769705
7411,0.824262
7412,0.789704
7413,0.922856
7414,0.905941
7415,0.93053
7416,0.914005
7417,0.402405
7418,0.474346
7419,0.426257
7420,0.664508
7421,0.618498
7422,0.687452
7423,0.641941
7424,0.841731
7425,0.807861
7426,0.854985
7427,0.822165
7428,0.932884
7429,0.918057
7430,0.933888
7431,0.922554
7432,0.146611
7433,0.119266
7434,0.289909
7435,0.248609
7436,0.311212
7437,0.268206
7438,0.499225
7439,0.450684
7440,0.523405
7441,0.473617
7442,0.709191
7443,0.663653
7444,0.728876
7445,0.685848
7446,0.865127
7447,0.835634
7448,0.875536
7449,0.847981
7450,0.937229
7451,0.928631
7452,0.939595
7453,0.05987
7454,0.072844
7455,0.063808
7456,0.160238
7457,0.131452
7458,0.175287
7459,0.143062
7460,0.333243
7461,0.287934
7462,0.355177
7463,0.309703
7464,0.546419
7465,0.497943
7466,0.570804
7467,0.523146
7468,0.748576
7469,0.707985
7470,0.76765
7471,0.729101
7472,0.88563
7473,0.862358
7474,0.177835
7475,0.067116
7476,0.081943
7477,0.066112
7478,0.077446
7479,0.079483
7480,0.066684
7481,0.085308
7482,0.071101
7483,0.190257
7484,0.157384
7485,0.209062
7486,0.176214
7487,0.379
7488,0.333917
7489,0.403229
7490,0.356833
7491,0.595457
7492,0.547369
7493,0.619217
7494,0.571045
7495,0.786742
7496,0.271124
7497,0.314152
7498,0.134874
7499,0.164366
7500,0.124464
7501,0.152019
7502,0.062771
7503,0.071369
7504,0.060405
7505,0.066085
7506,0.095297
7507,0.079244
7508,0.107773
7509,0.088102
7510,0.2307
7511,0.195008
7512,0.2504
7513,0.211517
7514,0.427087
7515,0.379423
7516,0.450766
7517,0.690297
7518,0.453582
7519,0.502057
7520,0.429196
7521,0.476854
7522,0.251424
7523,0.292015
7524,0.23235
7525,0.270899
7526,0.11437
7527,0.137642
7528,0.101348
7529,0.121162
7530,0.059455
7531,0.060215
7532,0.060241
7533,0.058024
7534,0.120665
7535,0.09843
7536,0.133549
7537,0.10819
7538,0.269561
7539,0.790938
7540,0.823786
7541,0.621
7542,0.666084
7543,0.596771
7544,0.643167
7545,0.404543
7546,0.452631
7547,0.380783
7548,0.428955
7549,0.213258
7550,0.250709
7551,0.194378
7552,0.230295
7553,0.087106
7554,0.105417
7555,0.077144
7556,0.094059
7557,0.06278
7558,0.057111
7559,0.066372
7560,0.920756
7561,0.892227
7562,0.911898
7563,0.7693
7564,0.804992
7565,0.7496
7566,0.788483
7567,0.572913
7568,0.620577
7569,0.549234
7570,0.597594
7571,0.358412
7572,0.405511
7573,0.335492
7574,0.381502
7575,0.175738
7576,0.210296
7577,0.158269
7578,0.192139
7579,0.06947
7580,0.085995
7581,0.940545
7582,0.939759
7583,0.879335
7584,0.90157
7585,0.866451
7586,0.89181
7587,0.730439
7588,0.77041
7589,0.710091
7590,0.751391
7591,0.525654
7592,0.573743
7593,0.500775
7594,0.549316
7595,0.312548
7596,0.358059
7597,0.290809
7598,0.145015
7599,0.93722
7600,0.942889
7601,0.933628
7602,0.94013
7603,0.853389
7604,0.880734
7605,0.839762
7606,0.868548
7607,0.688788
7608,0.731794
7609,0.666757
7610,0.712066
7611,0.476595
7612,0.526383
7613,0.927156
7614,0.936192
7615,0.920517
7616,0.933316
7617,0.824713
7618,0.856938
7619,0.809742
7620,0.842616
7621,0.644823
7622,0.914692
7623,0.928899
7624,0.904703
7625,0.882374
7626,0.48879
7627,0.724753
7628,0.813871
7629,0.807135
7630,0.916854
7631,0.916437
7632,0.106718
7633,0.257936
7634,0.362072
7635,0.351306
7636,0.605803
7637,0.594557
7638,0.705632
7639,0.696085
7640,0.875478
7641,0.86997
7642,0.912316
7643,0.909325
7644,0.090675
7645,0.079559
7646,0.081519
7647,0.16591
7648,0.160416
7649,0.239583
7650,0.231294
7651,0.46604
7652,0.454925
7653,0.572763
7654,0.561797
7655,0.792531
7656,0.784476
7657,0.858452
7658,0.851314
7659,0.323769
7660,0.335495
7661,0.141547
7662,0.148686
7663,0.100072
7664,0.10532
7665,0.10169
7666,0.097935
7667,0.146942
7668,0.141144
7669,0.330726
7670,0.320844
7671,0.432633
7672,0.421006
7673,0.676231
7674,0.664505
7675,0.765739
7676,0.754325
7677,0.899929
7678,0.89468
7679,0.917519
7680,0.918142
7681,0.785026
7682,0.793117
7683,0.567367
7684,0.578994
7685,0.462118
7686,0.475224
7687,0.234261
7688,0.245675
7689,0.165199
7690,0.171619
7691,0.082481
7692,0.081858
7693,0.090852
7694,0.086923
7695,0.214975
7696,0.206884
7697,0.300527
7698,0.289224
7699,0.537882
7700,0.524776
7701,0.640133
7702,0.628648
7703,0.834802
7704,0.828381
7705,0.887255
7706,0.882374
7707,0.913077
7708,0.871879
7709,0.878205
7710,0.699473
7711,0.710775
7712,0.60336
7713,0.615057
7714,0.359867
7715,0.371352
7716,0.264971
7717,0.275247
7718,0.112745
7719,0.117626
7720,0.083145
7721,0.083563
7722,0.128121
7723,0.121795
7724,0.18918
7725,0.180741
7726,0.396639
7727,0.384943
7728,0.500538
7729,0.488791
7730,0.735029
7731,0.724753
7732,0.813871
7733,0.807135
7734,0.916855
7735,0.916437
7736,0.91826
7737,0.919949
7738,0.81082
7739,0.819259
7740,0.732072
7741,0.742064
7742,0.499462
7743,0.51121
7744,0.394198
7745,0.405443
7746,0.186129
7747,0.192865
7748,0.124522
7749,0.13003
7750,0.08174
7751,0.080051
7752,0.111628
7753,0.106718
7754,0.267928
7755,0.257936
7756,0.362072
7757,0.351307
7758,0.605803
7759,0.594557
7760,0.705632
7761,0.696085
7762,0.875478
7763,0.86997
7764,0.912316
7765,0.909325
7766,0.888372
7767,0.893282
7768,0.83409
7769,0.839584
7770,0.637928
7771,0.648693
7772,0.53396
7773,0.545075
7774,0.294368
7775,0.303915
7776,0.207469
7777,0.215524
7778,0.087684
7779,0.090675
7780,0.079559
7781,0.081519
7782,0.16591
7783,0.160416
7784,0.239583
7785,0.231294
7786,0.46604
7787,0.454925
7788,0.572763
7789,0.561797
7790,0.792531
7791,0.784476
7792,0.858452
7793,0.851314
7794,0.920441
7795,0.918481
7796,0.89831
7797,0.902065
7798,0.760417
7799,0.768706
7800,0.669273
7801,0.679156
7802,0.427237
7803,0.438203
7804,0.323769
7805,0.335495
7806,0.141547
7807,0.148686
7808,0.100072
7809,0.10532
7810,0.10169
7811,0.097935
7812,0.146942
7813,0.141144
7814,0.330727
7815,0.320844
7816,0.432633
7817,0.421006
7818,0.676231
7819,0.664505
7820,0.765739
7821,0.754325
7822,0.899928
7823,0.89468
7824,0.917519
7825,0.918142
7826,0.853058
7827,0.858856
7828,0.785025
7829,0.793117
7830,0.567367
7831,0.578994
7832,0.462118
7833,0.475224
7834,0.234261
7835,0.245675
7836,0.165199
7837,0.171619
7838,0.082481
7839,0.081858
7840,0.090852
7841,0.086923
7842,0.214974
7843,0.206883
7844,0.300527
7845,0.289225
7846,0.537882
7847,0.524776
7848,0.640133
7849,0.628648
7850,0.834801
7851,0.828381
7852,0.887255
7853,0.882374
7854,0.909148
7855,0.913077
7856,0.871879
7857,0.878205
7858,0.699473
7859,0.710776
7860,0.603361
7861,0.615057
7862,0.359867
7863,0.371352
7864,0.264971
7865,0.275247
7866,0.112745
7867,0.117626
7868,0.083145
7869,0.083563
7870,0.128121
7871,0.121795
7872,0.18918
7873,0.180741
7874,0.39664
7875,0.384943
7876,0.500538
7877,0.48879
7878,0.735029
7879,0.724753
7880,0.813871
7881,0.807135
7882,0.916854
7883,0.916437
7884,0.91826
7885,0.919949
7886,0.81082
7887,0.819259
7888,0.732072
7889,0.742064
7890,0.499462
7891,0.51121
7892,0.394198
7893,0.405443
7894,0.186129
7895,0.192865
7896,0.124522
7897,0.13003
7898,0.08174
7899,0.080051
7900,0.111628
7901,0.106718
7902,0.267928
7903,0.257936
7904,0.362072
7905,0.351307
7906,0.605802
7907,0.594557
7908,0.705632
7909,0.696085
7910,0.875478
7911,0.86997
7912,0.912316
7913,0.909325
7914,0.888372
7915,0.893282
7916,0.83409
7917,0.839584
7918,0.637928
7919,0.648693
7920,0.53396
7921,0.545075
7922,0.294368
7923,0.303915
7924,0.207469
7925,0.215524
7926,0.087684
7927,0.090675
7928,0.079559
7929,0.081519
7930,0.16591
7931,0.160416
7932,0.239583
7933,0.231294
7934,0.46604
7935,0.454925
7936,0.572763
7937,0.561797
7938,0.792531
7939,0.784476
7940,0.858453
7941,0.851314
7942,0.920441
7943,0.918481
7944,0.89831
7945,0.902065
7946,0.760417
7947,0.768706
7948,0.669273
7949,0.679156
7950,0.427237
7951,0.438203
7952,0.323769
7953,0.335495
7954,0.141548
7955,0.148686
7956,0.100072
7957,0.10532
7958,0.10169
7959,0.097935
7960,0.146942
7961,0.141144
7962,0.330727
7963,0.320844
7964,0.432633
7965,0.421006
7966,0.676231
7967,0.664505
7968,0.765739
7969,0.754325
7970,0.899928
7971,0.89468
7972,0.917519
7973,0.918142
7974,0.853058
7975,0.858856
7976,0.785025
7977,0.793116
7978,0.567367
7979,0.578994
7980,0.462118
7981,0.475224
7982,0.234261
7983,0.245675
7984,0.165198
7985,0.171619
7986,0.082481
7987,0.081858
7988,0.090852
7989,0.086923
7990,0.214975
7991,0.206884
7992,0.300527
7993,0.289225
7994,0.537882
7995,0.524776
7996,0.640133
7997,0.628648
7998,0.834802
7999,0.828381
8000,0.887255
8001,0.909148
8002,0.913077
8003,0.871879
8004,0.878205
8005,0.699473
8006,0.710775
8007,0.603361
8008,0.615057
8009,0.359867
8010,0.371352
8011,0.264971
8012,0.275247
8013,0.112745
8014,0.117626
8015,0.083146
8016,0.083563
8017,0.128121
8018,0.121795
8019,0.18918
8020,0.180741
8021,0.39664
8022,0.384943
8023,0.500538
8024,0.735029
8025,0.91826
8026,0.919949
8027,0.81082
8028,0.819259
8029,0.732072
8030,0.742064
8031,0.499462
8032,0.51121
8033,0.394197
8034,0.405443
8035,0.186129
8036,0.192865
8037,0.124522
8038,0.13003
8039,0.08174
8040,0.080051
8041,0.111628
8042,0.267928
8043,0.888372
8044,0.893282
8045,0.83409
8046,0.839584
8047,0.637928
8048,0.648693
8049,0.53396
8050,0.545074
8051,0.294368
8052,0.303915
8053,0.207469
8054,0.215523
8055,0.087684
8056,0.920441
8057,0.918481
8058,0.89831
8059,0.902065
8060,0.760417
8061,0.768706
8062,0.669273
8063,0.679156
8064,0.427237
8065,0.438203
8066,0.853058
8067,0.858856
8068,0.909148
8069,0.893897
8070,0.52913
8071,0.749542
8072,0.827247
8073,0.813285
8074,0.924455
8075,0.921043
8076,0.929111
8077,0.402112
8078,0.381426
8079,0.634454
8080,0.613696
8081,0.714132
8082,0.695241
8083,0.875025
8084,0.863718
8085,0.907963
8086,0.90118
8087,0.076618
8088,0.199457
8089,0.184313
8090,0.266313
8091,0.248859
8092,0.486194
8093,0.46505
8094,0.572177
8095,0.550663
8096,0.783458
8097,0.766869
8098,0.84032
8099,0.827534
8100,0.926136
8101,0.924251
8102,0.250458
8103,0.106103
8104,0.075546
8105,0.078957
8106,0.110699
8107,0.101651
8108,0.156236
8109,0.14441
8110,0.342
8111,0.322554
8112,0.423384
8113,0.402328
8114,0.655675
8115,0.635223
8116,0.733079
8117,0.715017
8118,0.88479
8119,0.876316
8120,0.91719
8121,0.910817
8122,0.47087
8123,0.365546
8124,0.386304
8125,0.172753
8126,0.186715
8127,0.124975
8128,0.136282
8129,0.070631
8130,0.070889
8131,0.088175
8132,0.082998
8133,0.215872
8134,0.199605
8135,0.284827
8136,0.2666
8137,0.508198
8138,0.48679
8139,0.593577
8140,0.572183
8141,0.800251
8142,0.784348
8143,0.854454
8144,0.841752
8145,0.930279
8146,0.928434
8147,0.800543
8148,0.815687
8149,0.597888
8150,0.618574
8151,0.513806
8152,0.53495
8153,0.285868
8154,0.304759
8155,0.216542
8156,0.233132
8157,0.092038
8158,0.098821
8159,0.073865
8160,0.075749
8161,0.121736
8162,0.111149
8163,0.170929
8164,0.156563
8165,0.362124
8166,0.342492
8167,0.444858
8168,0.424025
8169,0.676032
8170,0.656393
8171,0.751382
8172,0.733424
8173,0.895348
8174,0.88641
8175,0.921242
8176,0.916312
8177,0.923381
8178,0.8893
8179,0.898348
8180,0.733686
8181,0.75114
8182,0.658
8183,0.677446
8184,0.427823
8185,0.449337
8186,0.344325
8187,0.364777
8188,0.15968
8189,0.172466
8190,0.11521
8191,0.123685
8192,0.072789
8193,0.069967
8194,0.093175
8195,0.087074
8196,0.23272
8197,0.216177
8198,0.304077
8199,0.285586
8200,0.530416
8201,0.508432
8202,0.614724
8203,0.593793
8204,0.815176
8205,0.800204
8206,0.86519
8207,0.852236
8208,0.929605
8209,0.929225
8210,0.929368
8211,0.843763
8212,0.85559
8213,0.784128
8214,0.800395
8215,0.576616
8216,0.597672
8217,0.491802
8218,0.51321
8219,0.266921
8220,0.284983
8221,0.19975
8222,0.215652
8223,0.08281
8224,0.089183
8225,0.069721
8226,0.071567
8227,0.133067
8228,0.122823
8229,0.187155
8230,0.173455
8231,0.382662
8232,0.3629
8233,0.465908
8234,0.444597
8235,0.695955
8236,0.675842
8237,0.766945
8238,0.901993
8239,0.911825
8240,0.917002
8241,0.878264
8242,0.88885
8243,0.715173
8244,0.7334
8245,0.637876
8246,0.657509
8247,0.406423
8248,0.427817
8249,0.323968
8250,0.343607
8251,0.145546
8252,0.158248
8253,0.104652
8254,0.11359
8255,0.077371
8256,0.074596
8257,0.104891
8258,0.096348
8259,0.251655
8260,0.234136
8261,0.323415
8262,0.3032
8263,0.551012
8264,0.927211
8265,0.930033
8266,0.829071
8267,0.843437
8268,0.76728
8269,0.783823
8270,0.555142
8271,0.575975
8272,0.469584
8273,0.491568
8274,0.248618
8275,0.266576
8276,0.184824
8277,0.199796
8278,0.078758
8279,0.083688
8280,0.070395
8281,0.070775
8282,0.146858
8283,0.132914
8284,0.906825
8285,0.912926
8286,0.866933
8287,0.877177
8288,0.695923
8289,0.714414
8290,0.617338
8291,0.6371
8292,0.385276
8293,0.406207
8294,0.304045
8295,0.324158
8296,0.134809
8297,0.147764
8298,0.098007
8299,0.081713
8300,0.92263
8301,0.925404
8302,0.812845
8303,0.826545
8304,0.748345
8305,0.765864
8306,0.534092
8307,0.555403
8308,0.448988
8309,0.233056
8310,0.895109
8311,0.903652
8312,0.853142
8313,0.867086
8314,0.676585
8315,0.6968
8316,0.918288
8317,0.904059
8318,0.782245
8319,0.842351
8320,0.818098
8321,0.929037
8322,0.919736
8323,0.934605
8324,0.930733
8325,0.439321
8326,0.679428
8327,0.646963
8328,0.725395
8329,0.69403
8330,0.869672
8331,0.85067
8332,0.894545
8333,0.878771
8334,0.935769
8335,0.246694
8336,0.322837
8337,0.290781
8338,0.527007
8339,0.491287
8340,0.578339
8341,0.543516
8342,0.7681
8343,0.740201
8344,0.807538
8345,0.782245
8346,0.914525
8347,0.904059
8348,0.929037
8349,0.919736
8350,0.069784
8351,0.06608
8352,0.157999
8353,0.138513
8354,0.193587
8355,0.16925
8356,0.370649
8357,0.336939
8358,0.421748
8359,0.387394
8360,0.629686
8361,0.595508
8362,0.679428
8363,0.646963
8364,0.842351
8365,0.818098
8366,0.869672
8367,0.85067
8368,0.934605
8369,0.930733
8370,0.935769
8371,0.217755
8372,0.095941
8373,0.070963
8374,0.080264
8375,0.085095
8376,0.075908
8377,0.104401
8378,0.090178
8379,0.231182
8380,0.204305
8381,0.275026
8382,0.246694
8383,0.473813
8384,0.439321
8385,0.527007
8386,0.491287
8387,0.725394
8388,0.69403
8389,0.7681
8390,0.740201
8391,0.894545
8392,0.878771
8393,0.914525
8394,0.904059
8395,0.320572
8396,0.353037
8397,0.157649
8398,0.181902
8399,0.130328
8400,0.14933
8401,0.065395
8402,0.069267
8403,0.06507
8404,0.064231
8405,0.127319
8406,0.109489
8407,0.157999
8408,0.138513
8409,0.322837
8410,0.290781
8411,0.370649
8412,0.336939
8413,0.578339
8414,0.543516
8415,0.629686
8416,0.595508
8417,0.807538
8418,0.782245
8419,0.842351
8420,0.818098
8421,0.929037
8422,0.919736
8423,0.934605
8424,0.930733
8425,0.753306
8426,0.560679
8427,0.472993
8428,0.508713
8429,0.274605
8430,0.30597
8431,0.2319
8432,0.259799
8433,0.105455
8434,0.121229
8435,0.085475
8436,0.095941
8437,0.069784
8438,0.06608
8439,0.085095
8440,0.075909
8441,0.193587
8442,0.16925
8443,0.231182
8444,0.204305
8445,0.421748
8446,0.387394
8447,0.473813
8448,0.439321
8449,0.679427
8450,0.646963
8451,0.725394
8452,0.69403
8453,0.869672
8454,0.85067
8455,0.894545
8456,0.878771
8457,0.935769
8458,0.842001
8459,0.861487
8460,0.677163
8461,0.709219
8462,0.629351
8463,0.663061
8464,0.421661
8465,0.456484
8466,0.370314
8467,0.404492
8468,0.192462
8469,0.217755
8470,0.157649
8471,0.181902
8472,0.070963
8473,0.080264
8474,0.065395
8475,0.069267
8476,0.104401
8477,0.090178
8478,0.127319
8479,0.109489
8480,0.275026
8481,0.246694
8482,0.322837
8483,0.290781
8484,0.527007
8485,0.491287
8486,0.578339
8487,0.543516
8488,0.7681
8489,0.740201
8490,0.807538
8491,0.914525
8492,0.930216
8493,0.933921
8494,0.914905
8495,0.924091
8496,0.806413
8497,0.83075
8498,0.768818
8499,0.795695
8500,0.578252
8501,0.612606
8502,0.526187
8503,0.560679
8504,0.320572
8505,0.353037
8506,0.274606
8507,0.30597
8508,0.130328
8509,0.14933
8510,0.105455
8511,0.121229
8512,0.06507
8513,0.064231
8514,0.069784
8515,0.06608
8516,0.157999
8517,0.138513
8518,0.193587
8519,0.16925
8520,0.370649
8521,0.336939
8522,0.421748
8523,0.387394
8524,0.629686
8525,0.595508
8526,0.895599
8527,0.909822
8528,0.872681
8529,0.890511
8530,0.724974
8531,0.753306
8532,0.677163
8533,0.709219
8534,0.472993
8535,0.508713
8536,0.421661
8537,0.456484
8538,0.2319
8539,0.259799
8540,0.192462
8541,0.217755
8542,0.085475
8543,0.095941
8544,0.070963
8545,0.080264
8546,0.085095
8547,0.075909
8548,0.104401
8549,0.090178
8550,0.231182
8551,0.204305
8552,0.275026
8553,0.473813
8554,0.93493
8555,0.930216
8556,0.93392
8557,0.842001
8558,0.861487
8559,0.806413
8560,0.83075
8561,0.629351
8562,0.663061
8563,0.578252
8564,0.612606
8565,0.370314
8566,0.404492
8567,0.320573
8568,0.353037
8569,0.157649
8570,0.181902
8571,0.130328
8572,0.14933
8573,0.065395
8574,0.069267
8575,0.06507
8576,0.064231
8577,0.127319
8578,0.109489
8579,0.914905
8580,0.924091
8581,0.895599
8582,0.909822
8583,0.768818
8584,0.795695
8585,0.724974
8586,0.753306
8587,0.526187
8588,0.560679
8589,0.472993
8590,0.508713
8591,0.274606
8592,0.30597
8593,0.2319
8594,0.259799
8595,0.105455
8596,0.121229
8597,0.085475
8598,0.93493
8599,0.872681
8600,0.890511
8601,0.842001
8602,0.861487
8603,0.677163
8604,0.709219
8605,0.629351
8606,0.663061
8607,0.421661
8608,0.456484
8609,0.370314
8610,0.404492
8611,0.192462
8612,0.930216
8613,0.93392
8614,0.914905
8615,0.924091
8616,0.806413
8617,0.83075
8618,0.768818
8619,0.795695
8620,0.578252
8621,0.612606
8622,0.526187
8623,0.895599
8624,0.909822
8625,0.872681
8626,0.890511
8627,0.724974
8628,0.93493
8629,0.911926
8630,0.853715
8631,0.827551
8632,0.93412
8633,0.924342
8634,0.940472
8635,0.933413
8636,0.475651
8637,0.706188
8638,0.669215
8639,0.737926
8640,0.704322
8641,0.875001
8642,0.852715
8643,0.894379
8644,0.875518
8645,0.941703
8646,0.939153
8647,0.941939
8648,0.359509
8649,0.322744
8650,0.554662
8651,0.514804
8652,0.593558
8653,0.554765
8654,0.770561
8655,0.73907
8656,0.801965
8657,0.771893
8658,0.911144
8659,0.894776
8660,0.924789
8661,0.072354
8662,0.192051
8663,0.164669
8664,0.221372
8665,0.19183
8666,0.397733
8667,0.35932
8668,0.43645
8669,0.398354
8670,0.632855
8671,0.594442
8672,0.670338
8673,0.633332
8674,0.82857
8675,0.802162
8676,0.058258
8677,0.061024
8678,0.100691
8679,0.084953
8680,0.119942
8681,0.100928
8682,0.253259
8683,0.22228
8684,0.288335
8685,0.254473
8686,0.476306
8687,0.436824
8688,0.515874
8689,0.260699
8690,0.106081
8691,0.124731
8692,0.088825
8693,0.104786
8694,0.059212
8695,0.056804
8696,0.063039
8697,0.058394
8698,0.14165
8699,0.120022
8700,0.166204
8701,0.140685
8702,0.323591
8703,0.287484
8704,0.367605
8705,0.406119
8706,0.198146
8707,0.228624
8708,0.171144
8709,0.197495
8710,0.074352
8711,0.087461
8712,0.065642
8713,0.076199
8714,0.072218
8715,0.062823
8716,0.083474
8717,0.777998
8718,0.563779
8719,0.602158
8720,0.524262
8721,0.563593
8722,0.330177
8723,0.367141
8724,0.293759
8725,0.330431
8726,0.145573
8727,0.171921
8728,0.125357
8729,0.14793
8730,0.06068
8731,0.067045
8732,0.858271
8733,0.879799
8734,0.712185
8735,0.746251
8736,0.676943
8737,0.712822
8738,0.48437
8739,0.524528
8740,0.445128
8741,0.484686
8742,0.261218
8743,0.295297
8744,0.229392
8745,0.936227
8746,0.941249
8747,0.92779
8748,0.937445
8749,0.834071
8750,0.859295
8751,0.808121
8752,0.835526
8753,0.640569
8754,0.677407
8755,0.602136
8756,0.640753
8757,0.406175
8758,0.445516
8759,0.916315
8760,0.927548
8761,0.898946
8762,0.91378
8763,0.778844
8764,0.808401
8765,0.746999
8766,0.939923
8767,0.879561
8768,0.898735
8769,0.917298
8770,0.865332
8771,0.840415
8772,0.938607
8773,0.928442
8774,0.945019
8775,0.937028
8776,0.513755
8777,0.693654
8778,0.755835
8779,0.719163
8780,0.881521
8781,0.8575
8782,0.895598
8783,0.873716
8784,0.946238
8785,0.940848
8786,0.945842
8787,0.943971
8788,0.400526
8789,0.359263
8790,0.585398
8791,0.542897
8792,0.613105
8793,0.571623
8794,0.778426
8795,0.743953
8796,0.801256
8797,0.768461
8798,0.908044
8799,0.890189
8800,0.920393
8801,0.903496
8802,0.945026
8803,0.199322
8804,0.256758
8805,0.221992
8806,0.429196
8807,0.387745
8808,0.457699
8809,0.415239
8810,0.641567
8811,0.600106
8812,0.668906
8813,0.627762
8814,0.8223
8815,0.791263
8816,0.841582
8817,0.811378
8818,0.927701
8819,0.913187
8820,0.936508
8821,0.924168
8822,0.059511
8823,0.05414
8824,0.126363
8825,0.104654
8826,0.142796
8827,0.118844
8828,0.281634
8829,0.244644
8830,0.307144
8831,0.270009
8832,0.486721
8833,0.443719
8834,0.515032
8835,0.472166
8836,0.69511
8837,0.655532
8838,0.719898
8839,0.680365
8840,0.857145
8841,0.829028
8842,0.872204
8843,0.84609
8844,0.941162
8845,0.930689
8846,0.94429
8847,0.938109
8848,0.082702
8849,0.061393
8850,0.071558
8851,0.063296
8852,0.055148
8853,0.071373
8854,0.06084
8855,0.159831
8856,0.134364
8857,0.181029
8858,0.153307
8859,0.333466
8860,0.294242
8861,0.359905
8862,0.320192
